@relation cleaned_mobile_price-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute battery_power {'\'(-inf-650.7]\'','\'(650.7-800.4]\'','\'(800.4-950.1]\'','\'(950.1-1099.8]\'','\'(1099.8-1249.5]\'','\'(1249.5-1399.2]\'','\'(1399.2-1548.9]\'','\'(1548.9-1698.6]\'','\'(1698.6-1848.3]\'','\'(1848.3-inf)\''}
@attribute blue {No,Yes}
@attribute clock_speed {'\'(-inf-0.75]\'','\'(0.75-1]\'','\'(1-1.25]\'','\'(1.25-1.5]\'','\'(1.5-1.75]\'','\'(1.75-2]\'','\'(2-2.25]\'','\'(2.25-2.5]\'','\'(2.5-2.75]\'','\'(2.75-inf)\''}
@attribute dual_sim {No,Yes}
@attribute fc {'\'(-inf-1.9]\'','\'(1.9-3.8]\'','\'(3.8-5.7]\'','\'(5.7-7.6]\'','\'(7.6-9.5]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'','\'(13.3-15.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\''}
@attribute four_g {No,Yes}
@attribute int_memory {'\'(-inf-8.2]\'','\'(8.2-14.4]\'','\'(14.4-20.6]\'','\'(20.6-26.8]\'','\'(26.8-33]\'','\'(33-39.2]\'','\'(39.2-45.4]\'','\'(45.4-51.6]\'','\'(51.6-57.8]\'','\'(57.8-inf)\''}
@attribute m_dep {'\'(-inf-0.19]\'','\'(0.19-0.28]\'','\'(0.28-0.37]\'','\'(0.37-0.46]\'','\'(0.46-0.55]\'','\'(0.55-0.64]\'','\'(0.64-0.73]\'','\'(0.73-0.82]\'','\'(0.82-0.91]\'','\'(0.91-inf)\''}
@attribute mobile_wt {'\'(-inf-92]\'','\'(92-104]\'','\'(104-116]\'','\'(116-128]\'','\'(128-140]\'','\'(140-152]\'','\'(152-164]\'','\'(164-176]\'','\'(176-188]\'','\'(188-inf)\''}
@attribute n_cores {'\'(-inf-1.7]\'','\'(1.7-2.4]\'','\'(2.4-3.1]\'','\'(3.1-3.8]\'','\'(3.8-4.5]\'','\'(4.5-5.2]\'','\'(5.2-5.9]\'','\'(5.9-6.6]\'','\'(6.6-7.3]\'','\'(7.3-inf)\''}
@attribute pc {'\'(-inf-2]\'','\'(2-4]\'','\'(4-6]\'','\'(6-8]\'','\'(8-10]\'','\'(10-12]\'','\'(12-14]\'','\'(14-16]\'','\'(16-18]\'','\'(18-inf)\''}
@attribute px_height {'\'(-inf-196]\'','\'(196-392]\'','\'(392-588]\'','\'(588-784]\'','\'(784-980]\'','\'(980-1176]\'','\'(1176-1372]\'','\'(1372-1568]\'','\'(1568-1764]\'','\'(1764-inf)\''}
@attribute px_width {'\'(-inf-649.8]\'','\'(649.8-799.6]\'','\'(799.6-949.4]\'','\'(949.4-1099.2]\'','\'(1099.2-1249]\'','\'(1249-1398.8]\'','\'(1398.8-1548.6]\'','\'(1548.6-1698.4]\'','\'(1698.4-1848.2]\'','\'(1848.2-inf)\''}
@attribute ram {'\'(-inf-630.2]\'','\'(630.2-1004.4]\'','\'(1004.4-1378.6]\'','\'(1378.6-1752.8]\'','\'(1752.8-2127]\'','\'(2127-2501.2]\'','\'(2501.2-2875.4]\'','\'(2875.4-3249.6]\'','\'(3249.6-3623.8]\'','\'(3623.8-inf)\''}
@attribute sc_h {'\'(-inf-6.4]\'','\'(6.4-7.8]\'','\'(7.8-9.2]\'','\'(9.2-10.6]\'','\'(10.6-12]\'','\'(12-13.4]\'','\'(13.4-14.8]\'','\'(14.8-16.2]\'','\'(16.2-17.6]\'','\'(17.6-inf)\''}
@attribute sc_w {'\'(-inf-1.8]\'','\'(1.8-3.6]\'','\'(3.6-5.4]\'','\'(5.4-7.2]\'','\'(7.2-9]\'','\'(9-10.8]\'','\'(10.8-12.6]\'','\'(12.6-14.4]\'','\'(14.4-16.2]\'','\'(16.2-inf)\''}
@attribute talk_time {'\'(-inf-3.8]\'','\'(3.8-5.6]\'','\'(5.6-7.4]\'','\'(7.4-9.2]\'','\'(9.2-11]\'','\'(11-12.8]\'','\'(12.8-14.6]\'','\'(14.6-16.4]\'','\'(16.4-18.2]\'','\'(18.2-inf)\''}
@attribute three_g {No,Yes}
@attribute touch_screen {No,Yes}
@attribute wifi {Yes,No}
@attribute price_category {No,Yes}

@data
'\'(-inf-650.7]\'',Yes,'\'(0.75-1]\'',Yes,'\'(1.9-3.8]\'',No,'\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(188-inf)\'','\'(4.5-5.2]\'','\'(8-10]\'','\'(1176-1372]\'','\'(1249-1398.8]\'','\'(630.2-1004.4]\'','\'(12-13.4]\'','\'(3.6-5.4]\'','\'(7.4-9.2]\'',Yes,Yes,No,No
'\'(650.7-800.4]\'',Yes,'\'(2.5-2.75]\'',No,'\'(1.9-3.8]\'',No,'\'(26.8-33]\'','\'(0.82-0.91]\'','\'(140-152]\'','\'(4.5-5.2]\'','\'(16-18]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(3623.8-inf)\'','\'(13.4-14.8]\'','\'(9-10.8]\'','\'(5.6-7.4]\'',Yes,No,No,Yes
'\'(1099.8-1249.5]\'',Yes,'\'(-inf-0.75]\'',No,'\'(1.9-3.8]\'',No,'\'(14.4-20.6]\'','\'(0.46-0.55]\'','\'(176-188]\'','\'(3.8-4.5]\'','\'(12-14]\'','\'(588-784]\'','\'(-inf-649.8]\'','\'(1378.6-1752.8]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'','\'(7.4-9.2]\'',Yes,No,Yes,No
'\'(1548.9-1698.6]\'',Yes,'\'(1.5-1.75]\'',Yes,'\'(-inf-1.9]\'',No,'\'(14.4-20.6]\'','\'(0.91-inf)\'','\'(116-128]\'','\'(6.6-7.3]\'','\'(-inf-2]\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(2501.2-2875.4]\'','\'(13.4-14.8]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',Yes,Yes,Yes,No
'\'(1099.8-1249.5]\'',No,'\'(1.75-2]\'',No,'\'(-inf-1.9]\'',No,'\'(26.8-33]\'','\'(0.37-0.46]\'','\'(140-152]\'','\'(7.3-inf)\'','\'(6-8]\'','\'(784-980]\'','\'(1548.6-1698.4]\'','\'(2127-2501.2]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'','\'(-inf-3.8]\'',Yes,Yes,Yes,No
'\'(-inf-650.7]\'',No,'\'(2.25-2.5]\'',No,'\'(7.6-9.5]\'',Yes,'\'(33-39.2]\'','\'(0.82-0.91]\'','\'(152-164]\'','\'(5.9-6.6]\'','\'(18-inf)\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(630.2-1004.4]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(18.2-inf)\'',Yes,Yes,Yes,No
'\'(650.7-800.4]\'',Yes,'\'(2.25-2.5]\'',Yes,'\'(5.7-7.6]\'',No,'\'(45.4-51.6]\'','\'(0.55-0.64]\'','\'(188-inf)\'','\'(3.8-4.5]\'','\'(14-16]\'','\'(588-784]\'','\'(1398.8-1548.6]\'','\'(2875.4-3249.6]\'','\'(6.4-7.8]\'','\'(-inf-1.8]\'','\'(9.2-11]\'',No,Yes,No,No
'\'(650.7-800.4]\'',No,'\'(2-2.25]\'',Yes,'\'(3.8-5.7]\'',No,'\'(51.6-57.8]\'','\'(0.19-0.28]\'','\'(176-188]\'','\'(5.9-6.6]\'','\'(4-6]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(3623.8-inf)\'','\'(6.4-7.8]\'','\'(-inf-1.8]\'','\'(14.6-16.4]\'',Yes,Yes,Yes,No
'\'(-inf-650.7]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(3.8-5.7]\'',No,'\'(45.4-51.6]\'','\'(0.46-0.55]\'','\'(128-140]\'','\'(7.3-inf)\'','\'(10-12]\'','\'(196-392]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(17.6-inf)\'','\'(1.8-3.6]\'','\'(11-12.8]\'',No,Yes,No,No
'\'(-inf-650.7]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(3.8-5.7]\'',No,'\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(164-176]\'','\'(-inf-1.7]\'','\'(8-10]\'','\'(588-784]\'','\'(1548.6-1698.4]\'','\'(630.2-1004.4]\'','\'(16.2-17.6]\'','\'(14.4-16.2]\'','\'(14.6-16.4]\'',Yes,No,Yes,No
'\'(650.7-800.4]\'',No,'\'(1-1.25]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(33-39.2]\'','\'(0.55-0.64]\'','\'(164-176]\'','\'(3.8-4.5]\'','\'(6-8]\'','\'(1176-1372]\'','\'(1698.4-1848.2]\'','\'(2875.4-3249.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(11-12.8]\'',Yes,Yes,Yes,Yes
'\'(-inf-650.7]\'',No,'\'(-inf-0.75]\'',Yes,'\'(1.9-3.8]\'',No,'\'(33-39.2]\'','\'(-inf-0.19]\'','\'(176-188]\'','\'(7.3-inf)\'','\'(8-10]\'','\'(196-392]\'','\'(649.8-799.6]\'','\'(2501.2-2875.4]\'','\'(6.4-7.8]\'','\'(5.4-7.2]\'','\'(5.6-7.4]\'',Yes,No,Yes,No
'\'(1548.9-1698.6]\'',No,'\'(1.75-2]\'',Yes,'\'(1.9-3.8]\'',Yes,'\'(20.6-26.8]\'','\'(0.91-inf)\'','\'(152-164]\'','\'(4.5-5.2]\'','\'(16-18]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',Yes,No,Yes,No
'\'(650.7-800.4]\'',No,'\'(-inf-0.75]\'',No,'\'(-inf-1.9]\'',Yes,'\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(188-inf)\'','\'(1.7-2.4]\'','\'(-inf-2]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(1752.8-2127]\'','\'(16.2-17.6]\'','\'(12.6-14.4]\'','\'(11-12.8]\'',Yes,Yes,Yes,No
'\'(650.7-800.4]\'',No,'\'(1.75-2]\'',No,'\'(15.2-17.1]\'',Yes,'\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(176-188]\'','\'(5.9-6.6]\'','\'(16-18]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',Yes,Yes,Yes,No
'\'(1249.5-1399.2]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(45.4-51.6]\'','\'(0.73-0.82]\'','\'(176-188]\'','\'(7.3-inf)\'','\'(2-4]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(2127-2501.2]\'','\'(14.8-16.2]\'','\'(-inf-1.8]\'','\'(7.4-9.2]\'',Yes,Yes,No,No
'\'(1099.8-1249.5]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(-inf-1.9]\'',No,'\'(26.8-33]\'','\'(0.19-0.28]\'','\'(140-152]\'','\'(1.7-2.4]\'','\'(6-8]\'','\'(1176-1372]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'','\'(12.8-14.6]\'',No,Yes,Yes,No
'\'(-inf-650.7]\'',Yes,'\'(1-1.25]\'',No,'\'(-inf-1.9]\'',Yes,'\'(-inf-8.2]\'','\'(0.82-0.91]\'','\'(188-inf)\'','\'(-inf-1.7]\'','\'(2-4]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(3249.6-3623.8]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(18.2-inf)\'',Yes,Yes,Yes,No
'\'(950.1-1099.8]\'',No,'\'(0.75-1]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(33-39.2]\'','\'(0.46-0.55]\'','\'(-inf-92]\'','\'(1.7-2.4]\'','\'(2-4]\'','\'(1176-1372]\'','\'(1398.8-1548.6]\'','\'(1378.6-1752.8]\'','\'(14.8-16.2]\'','\'(3.6-5.4]\'','\'(18.2-inf)\'',Yes,No,Yes,No
'\'(1399.2-1548.9]\'',Yes,'\'(2-2.25]\'',Yes,'\'(9.5-11.4]\'',No,'\'(39.2-45.4]\'','\'(0.82-0.91]\'','\'(-inf-92]\'','\'(4.5-5.2]\'','\'(12-14]\'','\'(588-784]\'','\'(949.4-1099.2]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'','\'(-inf-3.8]\'',No,No,Yes,Yes
'\'(1848.3-inf)\'',Yes,'\'(1.75-2]\'',Yes,'\'(-inf-1.9]\'',No,'\'(39.2-45.4]\'','\'(0.46-0.55]\'','\'(188-inf)\'','\'(7.3-inf)\'','\'(4-6]\'','\'(784-980]\'','\'(1548.6-1698.4]\'','\'(630.2-1004.4]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(3.8-5.6]\'',Yes,Yes,Yes,No
'\'(650.7-800.4]\'',No,'\'(2.75-inf)\'',No,'\'(-inf-1.9]\'',No,'\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(92-104]\'','\'(7.3-inf)\'','\'(-inf-2]\'','\'(588-784]\'','\'(649.8-799.6]\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(1.8-3.6]\'','\'(7.4-9.2]\'',Yes,Yes,No,No
'\'(1399.2-1548.9]\'',No,'\'(2.25-2.5]\'',No,'\'(11.4-13.3]\'',Yes,'\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(104-116]\'','\'(7.3-inf)\'','\'(18-inf)\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(1004.4-1378.6]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'','\'(16.4-18.2]\'',Yes,Yes,No,No
'\'(1399.2-1548.9]\'',Yes,'\'(1.5-1.75]\'',No,'\'(5.7-7.6]\'',Yes,'\'(20.6-26.8]\'','\'(0.19-0.28]\'','\'(152-164]\'','\'(3.8-4.5]\'','\'(8-10]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(630.2-1004.4]\'','\'(13.4-14.8]\'','\'(9-10.8]\'','\'(9.2-11]\'',Yes,Yes,Yes,No
'\'(1099.8-1249.5]\'',Yes,'\'(2-2.25]\'',Yes,'\'(5.7-7.6]\'',No,'\'(20.6-26.8]\'','\'(0.73-0.82]\'','\'(116-128]\'','\'(4.5-5.2]\'','\'(6-8]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(630.2-1004.4]\'','\'(10.6-12]\'','\'(3.6-5.4]\'','\'(7.4-9.2]\'',No,Yes,Yes,No
'\'(1548.9-1698.6]\'',No,'\'(1-1.25]\'',No,'\'(9.5-11.4]\'',Yes,'\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(176-188]\'','\'(7.3-inf)\'','\'(16-18]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(2501.2-2875.4]\'','\'(12-13.4]\'','\'(5.4-7.2]\'','\'(11-12.8]\'',Yes,No,No,No
'\'(1399.2-1548.9]\'',No,'\'(2-2.25]\'',No,'\'(-inf-1.9]\'',No,'\'(26.8-33]\'','\'(0.64-0.73]\'','\'(188-inf)\'','\'(-inf-1.7]\'','\'(8-10]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(2875.4-3249.6]\'','\'(10.6-12]\'','\'(9-10.8]\'','\'(14.6-16.4]\'',Yes,Yes,No,No
'\'(650.7-800.4]\'',Yes,'\'(1.75-2]\'',No,'\'(3.8-5.7]\'',No,'\'(26.8-33]\'','\'(0.28-0.37]\'','\'(92-104]\'','\'(-inf-1.7]\'','\'(6-8]\'','\'(1372-1568]\'','\'(1848.2-inf)\'','\'(2127-2501.2]\'','\'(17.6-inf)\'','\'(7.2-9]\'','\'(16.4-18.2]\'',No,Yes,Yes,No
'\'(1099.8-1249.5]\'',No,'\'(2.25-2.5]\'',Yes,'\'(1.9-3.8]\'',No,'\'(8.2-14.4]\'','\'(0.82-0.91]\'','\'(164-176]\'','\'(-inf-1.7]\'','\'(6-8]\'','\'(-inf-196]\'','\'(1698.4-1848.2]\'','\'(1004.4-1378.6]\'','\'(13.4-14.8]\'','\'(5.4-7.2]\'','\'(7.4-9.2]\'',Yes,Yes,Yes,No
'\'(1099.8-1249.5]\'',No,'\'(1.25-1.5]\'',No,'\'(7.6-9.5]\'',No,'\'(57.8-inf)\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(7.3-inf)\'','\'(8-10]\'','\'(-inf-196]\'','\'(1548.6-1698.4]\'','\'(2875.4-3249.6]\'','\'(7.8-9.2]\'','\'(3.6-5.4]\'','\'(16.4-18.2]\'',No,No,Yes,Yes
'\'(1099.8-1249.5]\'',No,'\'(-inf-0.75]\'',Yes,'\'(13.3-15.2]\'',No,'\'(8.2-14.4]\'','\'(0.73-0.82]\'','\'(188-inf)\'','\'(1.7-2.4]\'','\'(14-16]\'','\'(-inf-196]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(5.4-7.2]\'','\'(16.4-18.2]\'',No,No,Yes,No
'\'(1698.6-1848.3]\'',Yes,'\'(-inf-0.75]\'',No,'\'(9.5-11.4]\'',Yes,'\'(8.2-14.4]\'','\'(0.55-0.64]\'','\'(188-inf)\'','\'(7.3-inf)\'','\'(12-14]\'','\'(588-784]\'','\'(1848.2-inf)\'','\'(1752.8-2127]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(14.6-16.4]\'',Yes,No,No,No
'\'(1249.5-1399.2]\'',No,'\'(-inf-0.75]\'',No,'\'(-inf-1.9]\'',No,'\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(140-152]\'','\'(5.9-6.6]\'','\'(2-4]\'','\'(588-784]\'','\'(1099.2-1249]\'','\'(1004.4-1378.6]\'','\'(7.8-9.2]\'','\'(7.2-9]\'','\'(14.6-16.4]\'',No,Yes,Yes,No
'\'(-inf-650.7]\'',No,'\'(2.75-inf)\'',Yes,'\'(15.2-17.1]\'',No,'\'(33-39.2]\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(5.9-6.6]\'','\'(16-18]\'','\'(196-392]\'','\'(1099.2-1249]\'','\'(3249.6-3623.8]\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'','\'(9.2-11]\'',No,Yes,No,No
'\'(1249.5-1399.2]\'',Yes,'\'(-inf-0.75]\'',No,'\'(11.4-13.3]\'',No,'\'(26.8-33]\'','\'(-inf-0.19]\'','\'(104-116]\'','\'(6.6-7.3]\'','\'(14-16]\'','\'(1176-1372]\'','\'(1848.2-inf)\'','\'(-inf-630.2]\'','\'(14.8-16.2]\'','\'(12.6-14.4]\'','\'(12.8-14.6]\'',No,No,Yes,No
'\'(1099.8-1249.5]\'',Yes,'\'(1-1.25]\'',No,'\'(3.8-5.7]\'',No,'\'(26.8-33]\'','\'(0.37-0.46]\'','\'(-inf-92]\'','\'(7.3-inf)\'','\'(14-16]\'','\'(-inf-196]\'','\'(1698.4-1848.2]\'','\'(1004.4-1378.6]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'','\'(7.4-9.2]\'',Yes,Yes,No,No
'\'(1249.5-1399.2]\'',Yes,'\'(1.25-1.5]\'',No,'\'(13.3-15.2]\'',No,'\'(51.6-57.8]\'','\'(0.73-0.82]\'','\'(116-128]\'','\'(1.7-2.4]\'','\'(14-16]\'','\'(1568-1764]\'','\'(1848.2-inf)\'','\'(630.2-1004.4]\'','\'(17.6-inf)\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',No,No,No,No
'\'(1249.5-1399.2]\'',No,'\'(2.75-inf)\'',Yes,'\'(13.3-15.2]\'',No,'\'(45.4-51.6]\'','\'(-inf-0.19]\'','\'(116-128]\'','\'(1.7-2.4]\'','\'(18-inf)\'','\'(1176-1372]\'','\'(1698.4-1848.2]\'','\'(2875.4-3249.6]\'','\'(16.2-17.6]\'','\'(5.4-7.2]\'','\'(-inf-3.8]\'',No,No,No,Yes
'\'(1249.5-1399.2]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(33-39.2]\'','\'(-inf-0.19]\'','\'(140-152]\'','\'(1.7-2.4]\'','\'(8-10]\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(3249.6-3623.8]\'','\'(12-13.4]\'','\'(10.8-12.6]\'','\'(-inf-3.8]\'',Yes,No,No,Yes
'\'(1548.9-1698.6]\'',Yes,'\'(0.75-1]\'',Yes,'\'(5.7-7.6]\'',Yes,'\'(-inf-8.2]\'','\'(0.73-0.82]\'','\'(164-176]\'','\'(4.5-5.2]\'','\'(6-8]\'','\'(392-588]\'','\'(1099.2-1249]\'','\'(3249.6-3623.8]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(9.2-11]\'',Yes,Yes,Yes,Yes
'\'(1548.9-1698.6]\'',No,'\'(0.75-1]\'',Yes,'\'(7.6-9.5]\'',Yes,'\'(26.8-33]\'','\'(-inf-0.19]\'','\'(176-188]\'','\'(5.9-6.6]\'','\'(14-16]\'','\'(-inf-196]\'','\'(949.4-1099.2]\'','\'(2875.4-3249.6]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(14.6-16.4]\'',Yes,Yes,No,Yes
'\'(1698.6-1848.3]\'',Yes,'\'(-inf-0.75]\'',No,'\'(11.4-13.3]\'',Yes,'\'(45.4-51.6]\'','\'(0.82-0.91]\'','\'(104-116]\'','\'(1.7-2.4]\'','\'(14-16]\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(3623.8-inf)\'','\'(10.6-12]\'','\'(-inf-1.8]\'','\'(9.2-11]\'',Yes,Yes,No,Yes
'\'(1848.3-inf)\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(51.6-57.8]\'','\'(0.82-0.91]\'','\'(164-176]\'','\'(-inf-1.7]\'','\'(-inf-2]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(3623.8-inf)\'','\'(14.8-16.2]\'','\'(3.6-5.4]\'','\'(16.4-18.2]\'',Yes,No,Yes,Yes
'\'(1848.3-inf)\'',No,'\'(0.75-1]\'',No,'\'(3.8-5.7]\'',No,'\'(20.6-26.8]\'','\'(0.28-0.37]\'','\'(-inf-92]\'','\'(6.6-7.3]\'','\'(12-14]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(630.2-1004.4]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(5.6-7.4]\'',Yes,No,Yes,No
'\'(1099.8-1249.5]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(7.6-9.5]\'',No,'\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(128-140]\'','\'(4.5-5.2]\'','\'(8-10]\'','\'(196-392]\'','\'(1698.4-1848.2]\'','\'(2875.4-3249.6]\'','\'(17.6-inf)\'','\'(5.4-7.2]\'','\'(12.8-14.6]\'',Yes,Yes,Yes,No
'\'(-inf-650.7]\'',Yes,'\'(2.25-2.5]\'',Yes,'\'(3.8-5.7]\'',No,'\'(-inf-8.2]\'','\'(0.64-0.73]\'','\'(164-176]\'','\'(-inf-1.7]\'','\'(14-16]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(2501.2-2875.4]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(12.8-14.6]\'',Yes,Yes,No,No
'\'(800.4-950.1]\'',No,'\'(1-1.25]\'',No,'\'(5.7-7.6]\'',No,'\'(20.6-26.8]\'','\'(0.73-0.82]\'','\'(104-116]\'','\'(4.5-5.2]\'','\'(10-12]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(1004.4-1378.6]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(7.4-9.2]\'',No,No,Yes,No
'\'(1099.8-1249.5]\'',No,'\'(1.75-2]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(20.6-26.8]\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(3.8-4.5]\'','\'(8-10]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(630.2-1004.4]\'','\'(12-13.4]\'','\'(7.2-9]\'','\'(16.4-18.2]\'',Yes,No,No,No
'\'(1848.3-inf)\'',Yes,'\'(0.75-1]\'',No,'\'(1.9-3.8]\'',No,'\'(20.6-26.8]\'','\'(0.37-0.46]\'','\'(-inf-92]\'','\'(-inf-1.7]\'','\'(14-16]\'','\'(196-392]\'','\'(1848.2-inf)\'','\'(2501.2-2875.4]\'','\'(13.4-14.8]\'','\'(3.6-5.4]\'','\'(16.4-18.2]\'',Yes,No,No,Yes
'\'(1099.8-1249.5]\'',No,'\'(0.75-1]\'',No,'\'(3.8-5.7]\'',Yes,'\'(14.4-20.6]\'','\'(0.82-0.91]\'','\'(92-104]\'','\'(7.3-inf)\'','\'(16-18]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(3249.6-3623.8]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'','\'(-inf-3.8]\'',Yes,No,Yes,Yes
'\'(1399.2-1548.9]\'',Yes,'\'(-inf-0.75]\'',No,'\'(7.6-9.5]\'',Yes,'\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(2.4-3.1]\'','\'(16-18]\'','\'(980-1176]\'','\'(1848.2-inf)\'','\'(3249.6-3623.8]\'','\'(10.6-12]\'','\'(9-10.8]\'','\'(5.6-7.4]\'',Yes,Yes,Yes,Yes
'\'(1099.8-1249.5]\'',No,'\'(2.75-inf)\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(20.6-26.8]\'','\'(0.28-0.37]\'','\'(164-176]\'','\'(4.5-5.2]\'','\'(16-18]\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(1004.4-1378.6]\'','\'(14.8-16.2]\'','\'(9-10.8]\'','\'(14.6-16.4]\'',Yes,No,No,No
'\'(1698.6-1848.3]\'',Yes,'\'(-inf-0.75]\'',Yes,'\'(-inf-1.9]\'',Yes,'\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(188-inf)\'','\'(2.4-3.1]\'','\'(6-8]\'','\'(196-392]\'','\'(1249-1398.8]\'','\'(630.2-1004.4]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(12.8-14.6]\'',Yes,Yes,No,No
'\'(800.4-950.1]\'',Yes,'\'(2.5-2.75]\'',Yes,'\'(15.2-17.1]\'',No,'\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(164-176]\'','\'(2.4-3.1]\'','\'(18-inf)\'','\'(1568-1764]\'','\'(1698.4-1848.2]\'','\'(3623.8-inf)\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'','\'(3.8-5.6]\'',No,Yes,No,Yes
'\'(650.7-800.4]\'',Yes,'\'(2.25-2.5]\'',Yes,'\'(1.9-3.8]\'',Yes,'\'(57.8-inf)\'','\'(-inf-0.19]\'','\'(-inf-92]\'','\'(2.4-3.1]\'','\'(2-4]\'','\'(980-1176]\'','\'(1398.8-1548.6]\'','\'(-inf-630.2]\'','\'(6.4-7.8]\'','\'(5.4-7.2]\'','\'(5.6-7.4]\'',Yes,No,Yes,No
