id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
238,1330,No,0.5,No,0,No,38,1,183,7,1,1290,1441,1733,9,5.767,11,Yes,No,Yes,No
239,1799,Yes,0.5,No,0,No,49,0.4,107,4,2,632,1383,720,12,2,11,Yes,Yes,Yes,No
240,633,Yes,2.2,No,0,Yes,49,0.1,139,8,1,529,1009,3560,11,1,16,Yes,Yes,Yes,No
241,724,No,2.7,Yes,0,No,44,0.5,187,7,9.9165,1273,1754,2311,7,6,7,Yes,No,No,No
242,822,Yes,0.5,No,0,Yes,51,0.3,157,6,20,667,860,3846,10,1,3,Yes,No,No,Yes
243,1918,No,1.9,No,2,No,10,0.6,110,5,10,1170,1543,1717,7,1,16,Yes,Yes,Yes,No
244,1891,No,2.8,No,7,Yes,37,0.4,129,7,14,169,1108,3704,8,6,11,Yes,No,No,Yes
245,1373,Yes,1,Yes,2,No,50,0.2,127,7,12,105,673,3800,8,3,14,Yes,No,No,Yes
246,862,Yes,0.8,Yes,3,No,23,0.4,165,2,15,793,1758,278,16,3,11,No,No,Yes,No
247,1273,No,1,No,3,Yes,48,0.4,99,4,15,490,886,1767,18,15,11,Yes,Yes,No,No
248,957,Yes,2.5,No,4,No,7,0.8,107,5,10,1201,1485,1846,12,5,7,Yes,No,Yes,No
249,1617,Yes,1.3,Yes,3,Yes,30,0.7,105,2,4,246,1038,829,9,5.767,10,Yes,No,No,No
250,893,No,2.5,Yes,0,No,55,0.6,183,2,1,417,946,2986,7,1,6,No,Yes,Yes,No
251,1210,No,0.5,No,0,No,63,0.1,93,5,9.9165,1177,1462,2394,17,9,7,No,No,No,No
252,708,Yes,2.7,Yes,0,Yes,63,1,195,8,7,78,654,2169,6,5,7,Yes,Yes,Yes,No
253,835,No,1.1,Yes,2,No,7,0.2,101,4,7,323,1604,1181,13,5,15,Yes,Yes,Yes,No
254,1450,Yes,2.7,Yes,9,No,19,0.6,131,1,17,707,1882,575,15,9,12,No,No,No,No
255,973,Yes,1.5,No,5,Yes,57,0.2,190,7,16,457,1816,2977,6,4,2,Yes,No,No,No
256,601,Yes,1.4,No,4,Yes,4,0.1,154,4,13,356,765,532,12,8,10,Yes,Yes,Yes,No
257,507,Yes,0.5,Yes,1,No,32,0.5,141,7,11,936,1398,1702,17,5.767,5,Yes,Yes,Yes,No
258,564,No,1.8,Yes,0,Yes,51,0.5,168,3,1,912,1980,1074,14,8,15,Yes,Yes,No,No
259,1559,Yes,1.6,Yes,6,Yes,6,0.5,162,6,17,179,1559,3352,9,1,3,Yes,Yes,Yes,Yes
260,754,No,0.5,Yes,7,Yes,59,0.7,178,7,10,1914,1928,1027,6,3,5,Yes,No,No,No
261,728,No,2.7,Yes,0,No,25,0.2,88,4,1,526,1529,2039,5,1,12,Yes,Yes,Yes,No
262,1431,Yes,0.5,No,0,Yes,56,0.6,191,1,1,156,952,461,7,3,8,Yes,No,No,No
263,767,No,1.5,No,4,No,28,0.7,175,4,10,344,1517,527,10,5.767,15,No,Yes,No,No
264,1722,No,2.6,No,8,No,18,0.8,177,2,16,865,1741,3271,14,5.767,15,Yes,No,Yes,Yes
265,1992,Yes,1.6,No,5,Yes,57,1,100,2,15,1552,1596,606,9,3,4,Yes,Yes,Yes,No
266,1876,No,0.5,No,10,Yes,40,0.3,86,6,14,546,1564,2513,10,8,16,Yes,Yes,No,Yes
267,1054,No,1.1,Yes,10,Yes,38,0.4,136,6,12,1097,1222,1675,18,4,14,Yes,Yes,Yes,No
268,1283,Yes,1.6,Yes,4,No,47,0.9,93,5,5,372,692,2698,9,6,17,Yes,Yes,No,No
269,1281,Yes,2.3,Yes,0,No,28,0.3,148,1,6,1285,1617,1129,12,1,6,No,Yes,No,No
270,1066,No,0.6,No,2,Yes,7,0.9,114,7,18,1242,1571,468,19,13,6,Yes,Yes,No,No
271,730,No,2.1,Yes,0,Yes,4,0.1,89,8,2,302,1247,1210,19,15,4,Yes,Yes,Yes,No
272,1053,Yes,0.8,Yes,7,Yes,45,0.3,103,1,12,594,1767,3086,17,6,5,Yes,Yes,Yes,Yes
273,1611,Yes,0.5,Yes,11,No,3,0.6,98,3,14,303,714,1595,8,4,9,Yes,No,Yes,No
274,793,No,1,Yes,5,Yes,30,0.9,133,2,15,1858,1935,2332,17,13,14,Yes,Yes,Yes,No
275,1220,No,2.9,No,3,No,62,0.5,125,4,8,403,1933,2589,19,11,15,Yes,Yes,Yes,No
276,1662,No,0.5,No,0,Yes,61,0.8,126,4,13,32,1509,3760,9,5,13,Yes,Yes,Yes,Yes
277,1281,Yes,2.8,Yes,3,Yes,8,0.3,144,4,19,590,954,1851,8,2,9,Yes,Yes,No,No
278,538,No,0.8,No,12,Yes,2,0.8,177,7,13,235,662,417,8,4,9,Yes,No,Yes,No
279,823,Yes,0.5,No,0,No,39,0.4,187,8,4,630,888,294,13,9,11,No,No,Yes,No
280,1733,Yes,2.8,No,3,Yes,36,1,119,6,20,357,527,3576,17,16,9,Yes,No,No,Yes
281,1429,No,1.5,Yes,0,Yes,40,0.9,100,3,14,246,820,3945,11,7,18,Yes,No,Yes,Yes
282,1839,Yes,1.2,No,9,Yes,54,0.5,200,7,11,475,1493,927,19,10,18,Yes,No,Yes,No
283,659,No,2.7,No,6,Yes,6,0.5,110,3,7,1054,1929,2044,15,5,2,Yes,No,Yes,No
284,1953,Yes,2.1,Yes,7,No,56,0.1,158,8,9,555,764,2334,11,5,4,Yes,No,No,No
285,1172,No,1.9,No,0,Yes,27,0.7,164,1,3,607,1092,1477,12,5.767,6,Yes,No,No,No
286,612,Yes,1.9,Yes,6,No,16,0.3,102,7,7,1360,1891,3161,8,4,3,No,No,No,Yes
287,1563,No,2.4,No,0,Yes,24,0.2,170,8,9.9165,142,1699,3660,7,5,5,Yes,Yes,No,Yes
288,1191,No,1.3,Yes,16,Yes,26,0.8,84,1,20,681,683,1604,14,3,9,Yes,No,Yes,No
289,615,Yes,0.5,Yes,0,No,42,0.6,163,6,4,104,1664,2211,7,4,18,No,No,Yes,No
290,1893,Yes,2.1,Yes,8,No,63,0.2,134,2,11,637,763,3822,14,3,18,No,Yes,Yes,Yes
291,1563,No,1.7,Yes,10,No,16,0.1,151,7,13,410,572,3922,11,1,8,No,No,Yes,Yes
292,1995,Yes,1.9,No,6,No,9,0.8,139,6,18,1830,1963,1203,14,12,18,Yes,Yes,Yes,No
293,1517,No,0.5,No,6,Yes,48,0.6,143,5,14,802,1489,2822,15,5,11,Yes,Yes,Yes,Yes
294,832,No,1.6,Yes,1,Yes,34,0.3,108,5,5,311,1294,447,15,13,12,Yes,Yes,No,No
295,1162,No,2,No,0,Yes,56,0.7,114,7,1,56,997,1652,5,5.767,20,Yes,No,No,No
296,1595,Yes,2.6,No,7,No,12,0.3,121,8,19,344,655,3608,15,1,16,No,Yes,No,Yes
297,1329,Yes,1,No,1,No,52,0.9,181,6,2,1053,1458,1228,8,6,6,Yes,No,Yes,No
298,928,Yes,0.5,Yes,11,No,56,0.7,80,8,13,221,1243,666,19,10,5,No,Yes,No,No
299,1656,Yes,0.5,Yes,8,Yes,38,0.1,105,7,17,506,519,1499,12,8,19,Yes,No,Yes,No
300,1937,Yes,1.7,No,17,No,58,0.6,189,1,19,1728,1767,3321,5,4,14,Yes,Yes,No,Yes
301,977,Yes,1.1,Yes,2,No,57,0.6,181,6,7,63,566,1206,7,1,8,No,Yes,Yes,No
302,768,Yes,0.9,No,16,Yes,56,0.1,113,1,20,418,515,952,19,3,16,Yes,No,Yes,No
303,1464,Yes,0.5,Yes,11,No,12,0.9,117,2,14,854,1168,3927,5,3,15,No,Yes,Yes,Yes
304,1177,No,0.9,No,1,Yes,29,0.4,191,2,8,178,882,311,18,5,19,Yes,No,No,No
305,1348,No,2,No,18,No,52,0.3,98,3,20,1869,1942,955,18,11,7,Yes,Yes,Yes,No
306,1956,No,2.2,No,0,Yes,37,0.5,87,3,2,185,776,1109,13,1,19,Yes,Yes,No,No
307,1751,No,0.5,Yes,6,No,8,0.6,178,6,20,170,564,2969,8,6,17,No,No,Yes,No
308,1530,No,2,No,11,No,42,0.8,177,6,13,454,1975,725,11,10,19,No,No,Yes,No
309,1997,Yes,1.8,Yes,1,No,40,0.5,185,4,8,866,1212,1655,7,6,15,Yes,No,No,No
310,1414,Yes,1.5,Yes,5,No,44,0.5,180,2,6,44,1118,3490,16,12,13,No,Yes,No,Yes
311,1707,No,1.4,No,0,No,41,0.8,80,7,2,1331,1388,1774,12,5.767,10,No,No,No,No
312,894,No,0.5,Yes,1,Yes,50,0.5,199,3,14,1285,1462,3615,13,5.767,6,Yes,No,Yes,Yes
313,645,No,1.2,No,6,Yes,41,0.7,184,8,17,741,1130,714,18,2,13,Yes,Yes,No,No
314,1163,No,2.8,Yes,0,No,49,0.6,155,2,9.9165,520,754,2768,19,2,12,No,No,Yes,No
315,1126,No,0.7,No,3,No,49,0.9,165,8,17,114,1726,3739,14,1,13,Yes,No,No,Yes
316,1648,No,0.7,No,6,Yes,64,0.8,170,4,9,1153,1876,610,8,1,6,Yes,Yes,No,No
317,1170,Yes,0.9,No,6,Yes,14,0.4,199,2,13,474,709,715,18,5,20,Yes,No,Yes,No
318,508,No,0.8,No,7,Yes,42,0.3,94,1,8,39,557,663,13,12,7,Yes,No,No,No
319,1097,No,2.1,Yes,6,No,64,0.2,161,3,8,419,1914,1725,14,5,9,Yes,No,Yes,No
320,728,No,1.7,Yes,0,Yes,5,0.6,101,2,20,584,775,834,16,5.767,5,Yes,Yes,No,No
321,1980,No,0.5,Yes,2,Yes,29,0.8,177,1,13,312,1910,3865,12,10,18,Yes,No,No,Yes
322,1504,No,2.3,Yes,1,No,64,0.9,182,1,2,19,1923,3059,6,5,10,No,Yes,No,Yes
323,1379,Yes,2.1,Yes,14,Yes,63,1,83,1,17,207,1370,651,9,6,7,Yes,Yes,No,No
324,1698,No,2.1,No,5,Yes,18,0.9,160,6,20,363,994,796,13,3,14,Yes,No,Yes,No
325,920,No,2.1,Yes,5,No,25,0.4,115,7,14,209,1078,785,10,7,5,No,Yes,Yes,No
326,1144,Yes,1.5,Yes,0,No,21,0.4,189,1,11,159,724,3252,16,5.767,8,No,No,No,No
327,1995,Yes,0.5,No,6,No,26,0.2,129,1,15,649,1104,1322,15,11,7,No,Yes,Yes,No
328,1430,No,0.5,Yes,1,No,27,0.5,183,1,16,1132,1182,2832,7,1,15,No,Yes,Yes,No
329,972,Yes,0.5,Yes,5,No,13,0.4,193,5,8,1392,1795,1615,11,6,13,No,Yes,No,No
330,662,No,0.5,No,5,No,20,0.8,138,1,10,1001,1224,2125,17,15,15,No,Yes,Yes,No
331,1867,No,2.3,No,0,Yes,9,0.1,191,6,3,712,1442,990,6,1,2,Yes,No,Yes,No
332,1730,No,2,Yes,0,Yes,20,0.1,143,4,10,418,1023,1595,14,5.767,12,Yes,Yes,No,No
333,1723,Yes,1,No,1,Yes,7,0.6,126,3,17,384,1361,1213,5,5.767,16,Yes,Yes,Yes,No
334,1882,Yes,1.3,Yes,8,No,47,0.2,140,2,13,119,652,2500,17,1,11,No,No,Yes,No
335,803,No,0.8,Yes,0,No,18,0.3,106,4,1,627,935,2801,18,15,12,No,Yes,No,No
336,580,Yes,1.2,Yes,0,No,47,0.9,91,3,1,1086,1345,3451,15,1,11,Yes,Yes,No,Yes
337,668,No,2.3,No,2,Yes,48,0.3,114,1,19,195,1292,1201,14,12,4,Yes,Yes,No,No
338,1391,No,1.4,No,2,Yes,36,0.8,182,1,6,14,1256,3139,14,7,14,Yes,Yes,No,No
339,1560,No,2.3,No,0,Yes,22,0.8,169,7,1,745,1364,1938,15,11,16,Yes,Yes,Yes,No
340,821,No,1.8,Yes,5,No,54,0.1,109,3,9,253,1786,3185,8,4,15,Yes,No,No,No
341,811,Yes,2.4,Yes,5,Yes,2,0.3,106,6,13,333,1429,2111,18,7,2,Yes,No,Yes,No
342,1989,Yes,2.9,Yes,8,No,17,0.1,193,8,15,629,682,2369,7,5.767,18,Yes,Yes,No,No
343,1034,Yes,2.7,Yes,6,No,37,0.7,120,7,20,707,1199,3625,17,1,12,No,Yes,Yes,Yes
344,618,No,2.1,No,2,No,6,0.3,86,1,4,1314,1688,1051,13,10,15,No,No,Yes,No
345,654,Yes,1.3,No,0,Yes,52,0.7,196,4,4,1715,1898,1036,17,4,13,Yes,No,No,No
346,576,Yes,2.8,No,2,Yes,10,0.2,184,5,7,513,1438,2938,6,5.767,5,Yes,Yes,Yes,No
347,667,Yes,0.6,No,6,Yes,3,0.7,185,6,13,13,1463,2855,5,5.767,19,Yes,No,Yes,No
348,869,Yes,1,No,7,Yes,57,0.6,118,1,15,1243,1584,2727,13,3,8,Yes,No,No,No
349,635,Yes,0.5,Yes,2,No,42,0.4,149,3,4,300,1059,2973,12,5,18,No,No,Yes,No
350,609,Yes,3,No,15,Yes,44,0.3,117,1,16,58,1253,2581,15,11,15,Yes,No,Yes,No
351,1557,No,2.8,Yes,16,No,2,0.1,123,5,20,1107,1442,2690,18,16,9,No,No,Yes,Yes
352,1604,Yes,1.7,No,2,No,33,1,191,8,5,134,939,916,13,10,12,No,Yes,Yes,No
353,1182,No,0.5,No,7,Yes,8,0.5,138,8,16,275,986,2563,19,17,19,Yes,No,No,No
354,848,Yes,2.1,Yes,10,Yes,19,0.8,148,7,18,176,1029,3359,10,5.767,14,Yes,No,No,No
355,1610,Yes,2.9,No,7,Yes,64,0.9,181,4,12,1236,1280,941,8,4,9,Yes,Yes,No,No
356,1828,Yes,2.1,Yes,0,No,17,0.9,199,1,1,336,898,2280,17,14,4,No,No,No,No
357,880,No,2,Yes,1,Yes,50,0.5,194,7,3,1116,1381,827,15,9,6,Yes,No,Yes,No
358,1394,Yes,0.9,Yes,10,Yes,62,0.3,175,5,13,1010,1565,473,11,1,20,Yes,Yes,No,No
359,1960,Yes,2.3,Yes,1,Yes,61,0.3,86,7,3,205,1299,3865,10,7,11,Yes,No,No,Yes
360,809,No,0.8,No,10,No,21,0.9,91,7,19,1453,1726,1274,18,7,3,No,No,No,No
361,899,No,0.5,Yes,13,Yes,57,0.9,172,2,18,788,1331,364,11,1,7,Yes,Yes,No,No
362,1976,Yes,0.7,Yes,4,No,32,0.8,171,2,7,1301,1922,3699,17,11,13,No,Yes,Yes,Yes
363,879,No,1.5,Yes,0,Yes,21,0.8,187,4,2,463,1038,2927,14,13,11,Yes,No,Yes,No
364,916,Yes,2.6,No,0,No,36,0.3,195,4,12,188,992,1470,13,5.767,14,No,Yes,No,No
365,763,No,1.7,Yes,8,Yes,2,0.5,92,8,14,1028,1186,1050,6,4,8,Yes,Yes,No,No
366,508,No,1.6,Yes,0,No,9,0.4,162,6,2,1419,1920,2616,18,8,10,Yes,Yes,Yes,No
367,825,No,2.9,Yes,0,No,34,0.8,99,8,17,1471,1866,2915,8,2,10,Yes,Yes,No,Yes
368,1864,No,1.4,No,8,Yes,46,0.7,178,1,12,168,981,2686,11,7,18,Yes,Yes,Yes,No
369,1725,No,0.5,Yes,8,Yes,52,1,185,6,12,1125,1195,1243,19,18,5,Yes,Yes,Yes,No
370,1108,Yes,2.9,No,10,No,52,0.1,183,2,12,130,1706,3264,16,1,13,No,Yes,Yes,Yes
371,1011,No,1.1,No,4,Yes,36,0.2,131,7,18,481,749,2261,7,6,16,Yes,Yes,Yes,No
372,1703,Yes,1.5,Yes,17,Yes,55,0.7,138,5,19,1411,1711,2993,5,1,20,Yes,Yes,Yes,Yes
373,1067,Yes,1.7,Yes,0,No,58,0.5,135,7,9.9165,79,681,706,12,9,16,No,Yes,No,No
374,1334,Yes,2.4,No,5,Yes,42,0.6,115,5,14,1187,1974,2542,10,1,8,Yes,No,No,Yes
375,775,Yes,2.6,No,0,No,30,0.4,189,7,10,561,1510,2523,17,16,9,Yes,No,Yes,No
376,1899,Yes,0.6,No,0,No,26,0.1,151,2,9.9165,96,814,336,13,11,4,Yes,No,Yes,No
377,930,Yes,1.3,Yes,1,Yes,14,0.4,97,6,10,77,1025,2457,11,7,17,Yes,Yes,No,No
378,1058,No,1.5,No,2,No,19,0.4,166,4,14,493,1247,418,9,7,16,No,No,Yes,No
379,1187,Yes,2.2,No,0,Yes,46,0.4,145,2,9,1173,1814,3917,13,11,8,Yes,No,Yes,Yes
380,1874,Yes,2.7,Yes,10,No,8,0.9,166,7,13,964,1233,1246,8,1,2,No,No,Yes,No
381,1482,No,0.5,No,2,No,48,0.2,142,7,10,634,642,2971,12,8,12,Yes,Yes,Yes,No
382,1809,Yes,1.7,No,3,Yes,59,0.1,174,3,4,639,721,2324,10,6,16,Yes,No,Yes,No
383,864,Yes,3,Yes,0,Yes,54,0.7,187,2,1,127,1670,3121,18,2,16,Yes,Yes,Yes,No
384,625,Yes,1.9,No,12,Yes,33,0.2,191,1,20,431,550,3801,10,6,2,Yes,No,No,No
385,1880,Yes,1.8,No,4,Yes,18,0.7,138,3,5,71,699,3333,17,15,7,Yes,No,No,Yes
386,1138,No,1.4,No,12,Yes,44,0.2,187,8,17,111,1138,3475,19,3,3,Yes,No,No,Yes
387,560,No,0.5,No,14,No,23,1,146,8,15,356,1903,2360,17,16,18,No,Yes,Yes,No
388,1117,No,0.5,No,1,No,12,0.6,144,7,8,798,817,2895,7,6,16,Yes,Yes,No,No
389,1712,No,1.4,No,1,No,63,0.5,137,7,12,747,1126,3652,16,1,19,Yes,No,No,Yes
390,1836,Yes,1.7,Yes,3,No,26,0.1,134,6,16,408,1139,3097,5,5.767,18,No,Yes,No,Yes
391,1036,Yes,2.4,No,0,No,39,0.2,119,7,3,373,926,2101,10,7,2,No,Yes,No,No
392,1860,Yes,2.3,No,15,No,23,0.6,162,4,16,1362,1506,3918,9,2,8,No,Yes,No,Yes
393,1375,Yes,1.1,No,3,Yes,9,0.9,145,7,19,475,726,3869,19,18,10,Yes,Yes,Yes,Yes
394,1945,No,1.6,Yes,0,Yes,57,0.3,195,4,1,743,1753,732,14,1,14,Yes,Yes,No,No
395,1896,No,0.5,Yes,8,Yes,7,0.4,141,2,13,447,794,3684,9,7,18,Yes,No,No,Yes
396,788,No,2.5,Yes,4,Yes,57,0.9,91,8,12,42,1161,3969,12,8,6,Yes,Yes,Yes,Yes
397,880,Yes,1.7,Yes,0,No,33,0.7,173,2,2,30,1350,1414,12,1,7,Yes,Yes,No,No
398,1323,Yes,2.5,Yes,10,Yes,28,0.2,131,4,12,162,619,1892,10,5.767,15,Yes,Yes,Yes,No
399,1868,No,2,Yes,0,Yes,42,0.2,169,1,4,347,660,3131,8,3,7,Yes,Yes,Yes,Yes
400,1266,No,1.9,Yes,0,Yes,7,0.2,184,3,12,346,1468,2532,10,5,4,Yes,Yes,Yes,No
401,1042,No,2.7,Yes,16,Yes,50,0.8,93,7,18,727,1705,3215,18,5.767,20,Yes,Yes,Yes,Yes
402,1479,No,0.5,No,8,No,19,0.6,156,3,10,180,1476,3323,13,12,6,Yes,No,Yes,Yes
403,1476,Yes,1.2,Yes,0,Yes,55,0.1,171,4,5,1641,1666,1529,13,8,3,Yes,No,Yes,No
404,1552,Yes,2.2,No,6,Yes,13,0.2,123,6,9,269,1026,2403,9,2,9,Yes,Yes,Yes,No
405,1454,Yes,0.5,Yes,1,No,34,0.7,83,4,3,250,1033,3419,7,5,5,Yes,Yes,No,Yes
406,1007,No,2,No,0,No,45,0.1,95,5,2,1186,1529,3648,9,5.767,16,No,No,No,Yes
407,652,Yes,2.4,Yes,9,Yes,17,0.7,173,5,11,77,559,1974,12,10,12,Yes,No,No,No
408,1504,No,1.5,No,12,Yes,34,0.7,142,8,15,507,973,2806,7,2,7,Yes,No,Yes,No
409,1726,Yes,0.9,Yes,2,No,51,0.6,193,4,3,379,1223,2239,13,9,13,Yes,No,Yes,No
410,1029,Yes,1.9,Yes,5,Yes,5,0.2,171,5,8,264,956,582,15,7,4,Yes,Yes,Yes,No
411,1582,No,2.8,No,2,Yes,44,0.5,112,6,13,1486,1797,3890,17,10,10,Yes,Yes,Yes,Yes
412,1478,Yes,0.8,Yes,12,No,48,0.7,99,5,17,694,882,1141,5,2,6,No,No,Yes,No
413,1178,Yes,1.3,No,0,No,49,0.6,101,5,9.9165,579,596,2511,6,3,17,No,No,No,No
414,707,No,2.1,Yes,2,No,25,0.8,131,3,17,495,574,3838,9,2,7,Yes,No,Yes,Yes
415,755,Yes,2.8,No,5,Yes,51,0.3,186,4,12,315,990,2734,10,1,16,Yes,No,Yes,No
416,912,Yes,2,No,1,No,54,0.3,161,8,5,329,1053,2330,19,5,20,No,Yes,No,No
417,651,Yes,0.8,Yes,2,Yes,63,0.2,176,5,4,548,858,2244,14,9,19,Yes,Yes,No,No
418,1483,No,2.1,No,1,Yes,54,0.2,176,7,2,531,758,1851,15,13,2,Yes,Yes,No,No
419,914,Yes,0.9,No,2,No,4,0.8,100,2,12,191,1495,808,11,7,5,Yes,Yes,No,No
420,1456,Yes,0.5,Yes,7,No,7,0.4,105,5,12,823,1104,1587,6,5,20,Yes,No,Yes,No
421,1178,No,2.2,Yes,6,No,57,0.3,84,3,17,96,1352,2492,16,14,10,Yes,Yes,No,No
422,1503,Yes,0.7,No,10,Yes,43,0.2,166,4,14,841,1304,2122,15,1,2,Yes,No,No,No
423,1681,Yes,2.5,No,2,No,11,0.4,158,2,13,195,1205,1122,12,6,16,No,Yes,Yes,No
424,715,No,2.3,Yes,4,No,48,0.1,160,4,6,21,562,3709,14,2,10,No,No,No,No
425,1876,No,2.8,Yes,3,Yes,56,0.4,182,3,4,235,585,3021,12,2,18,Yes,No,No,No
426,1190,Yes,2.2,Yes,9,No,47,0.3,186,6,10,1417,1441,624,9,3,19,Yes,Yes,Yes,No
427,1755,Yes,1.3,No,0,Yes,24,0.1,134,7,2,286,1075,3937,8,1,7,Yes,No,Yes,Yes
428,1197,No,1.3,No,3,Yes,20,0.5,149,6,7,649,1629,1797,19,5,4,Yes,Yes,Yes,No
429,1048,Yes,0.9,No,10,Yes,28,0.8,194,2,19,966,1975,1458,5,1,15,Yes,No,Yes,No
430,1887,Yes,3,Yes,6,Yes,17,0.2,126,8,7,1172,1798,3348,18,16,16,Yes,Yes,No,Yes
431,1772,Yes,0.5,Yes,3,No,64,0.7,116,8,15,270,545,1834,5,2,20,No,Yes,Yes,No
432,1421,No,2.8,No,0,Yes,57,0.4,165,1,2,781,1657,2775,13,8,14,Yes,No,Yes,Yes
433,1464,No,0.5,Yes,0,Yes,17,0.7,153,6,8,418,1341,1277,13,6,19,Yes,No,No,No
434,728,No,2.3,Yes,4,No,23,0.8,111,4,5,126,817,457,17,10,16,Yes,Yes,Yes,No
435,954,Yes,0.5,No,0,No,50,0.3,134,2,11,228,1058,438,17,5.767,2,Yes,No,No,No
436,685,No,0.5,Yes,8,Yes,13,0.8,82,7,15,1091,1203,3210,15,7,2,Yes,Yes,Yes,Yes
437,1472,No,2.8,Yes,1,No,36,0.5,130,6,10,1452,1744,985,12,11,7,Yes,Yes,No,No
438,853,Yes,2,No,10,Yes,3,0.6,200,2,16,674,740,3701,15,8,8,Yes,Yes,No,Yes
439,1469,No,2.1,No,0,No,8,0.7,123,7,9.9165,398,1133,1052,8,1,3,No,Yes,No,No
440,1310,Yes,2.3,Yes,6,No,57,0.9,135,8,9,449,889,1175,16,5.767,8,No,No,No,No
441,1654,No,1.8,No,1,No,11,0.3,146,7,2,1184,1719,1070,8,1,14,Yes,Yes,Yes,No
442,902,Yes,0.7,No,3,No,3,0.3,134,7,9,675,1285,3411,12,11,15,No,No,Yes,Yes
443,1448,No,1.4,Yes,13,No,26,1,156,3,16,1792,1850,1175,12,9,6,No,Yes,No,No
444,1631,No,0.9,Yes,2,Yes,3,0.1,198,7,12,177,1905,301,13,5,13,Yes,No,No,No
445,1608,No,1.8,Yes,7,No,28,0.4,183,2,13,1013,1158,489,15,11,8,No,No,Yes,No
446,1991,Yes,2.7,No,5,Yes,64,0.9,145,2,13,1058,1325,1733,5,3,8,Yes,Yes,No,No
447,1349,No,2,Yes,15,No,62,0.3,114,5,16,592,772,2756,11,3,4,Yes,No,No,No
448,1589,No,2.5,No,5,Yes,51,0.8,195,1,18,810,1743,2612,8,2,16,Yes,No,No,No
449,1844,Yes,2.3,Yes,1,No,51,0.7,158,8,3,533,882,1724,5,1,14,No,Yes,Yes,No
450,712,Yes,0.5,Yes,3,Yes,35,0.2,84,2,10,558,1208,2190,16,12,4,Yes,Yes,Yes,No
451,972,Yes,1.7,No,0,Yes,54,0.7,107,3,4,681,1050,1900,16,8,19,Yes,No,Yes,No
452,1406,No,0.5,Yes,2,Yes,34,0.8,98,3,5,1017,1366,3915,9,8,2,Yes,No,Yes,Yes
453,1289,No,0.9,No,10,Yes,25,1,178,6,12,765,899,1043,6,2,11,Yes,Yes,No,No
454,932,No,1.3,No,1,No,64,0.7,154,7,2,1176,1224,3817,8,7,9,Yes,Yes,Yes,Yes
455,1747,Yes,0.9,No,6,Yes,48,0.7,94,3,19,947,1131,2362,17,2,19,Yes,Yes,No,No
456,1172,Yes,2.1,Yes,4,No,41,0.1,95,3,7,1314,1884,1107,7,3,5,No,No,No,No
457,1128,Yes,1.4,No,12,No,53,0.4,84,5,14,609,1370,2982,14,9,12,Yes,Yes,No,Yes
458,664,No,1.2,Yes,0,No,28,0.9,106,5,5,754,1497,2042,17,15,19,Yes,Yes,No,No
459,513,Yes,0.5,No,6,Yes,44,0.1,186,4,12,619,867,1343,5,1,9,Yes,Yes,No,No
460,1742,No,2.3,Yes,9,Yes,43,0.4,170,7,12,453,681,2610,12,3,10,Yes,No,Yes,No
461,1512,Yes,1.7,No,12,No,6,0.7,162,7,17,205,884,2335,15,7,7,Yes,Yes,Yes,No
462,1986,No,0.5,Yes,3,Yes,51,0.1,165,8,20,282,1358,1614,17,12,3,Yes,Yes,Yes,No
463,965,Yes,1.5,Yes,5,No,13,1,109,2,14,130,998,1138,9,8,10,No,Yes,No,No
464,1067,Yes,2.4,Yes,3,Yes,40,0.6,122,8,15,494,1989,604,16,14,11,Yes,No,No,No
465,1583,Yes,1.6,No,5,Yes,42,0.8,118,3,10,275,862,3652,14,10,9,Yes,No,No,Yes
466,1653,No,0.5,Yes,2,Yes,37,0.9,176,4,6,447,1785,3955,19,4,18,Yes,Yes,Yes,Yes
467,1433,No,1.6,No,7,No,4,0.7,133,8,11,281,799,258,11,9,4,Yes,Yes,Yes,No
468,765,No,2.9,No,0,Yes,18,0.1,153,7,9.9165,6,793,1066,11,1,16,Yes,Yes,No,No
469,1845,Yes,0.5,Yes,10,No,61,0.3,96,1,12,292,695,1731,9,5,6,No,No,No,No
470,752,No,0.5,Yes,1,No,48,0.7,87,7,13,164,728,3860,7,5,16,No,No,No,Yes
471,1948,No,2.8,Yes,8,No,16,0.1,100,5,10,631,1940,3630,9,7,17,No,Yes,No,Yes
472,1077,No,2.5,Yes,0,Yes,45,1,174,3,4,897,1304,1965,6,2,6,Yes,Yes,No,No
473,932,Yes,0.5,No,1,Yes,60,0.7,104,4,2,268,1078,1459,6,1,19,Yes,Yes,No,No
474,1968,No,0.9,No,0,No,22,0.8,115,3,7,861,1259,2323,9,8,7,No,No,Yes,No
475,1122,No,1.2,No,9,No,2,0.6,120,4,14,331,790,3291,11,2,13,Yes,Yes,Yes,No
476,1588,No,0.5,No,0,Yes,61,0.8,159,1,13,1064,1594,3272,18,5.767,17,Yes,Yes,No,Yes
477,601,No,2.1,No,4,No,26,0.3,101,4,18,509,548,918,9,1,12,No,No,No,No
478,1615,No,0.5,No,14,No,15,0.1,132,4,16,622,1256,3488,16,2,3,No,No,Yes,Yes
